seq,exp,valence,arousal,dominance,liking,familiarity,participantID
15,13,6.4,3.2,7.9,6.1,1,38-9W6A
16,30,3.1,3.5,7,4.1,1,38-9W6A
17,25,3.7,2.2,7.5,3.4,1,38-9W6A
18,40,2.7,6.9,3.9,3.1,1,38-9W6A
19,10,5.8,4.5,6.7,5.7,1,38-9W6A
20,21,3,3.2,3.6,3.5,1,38-9W6A
21,22,3.6,2.4,6.8,3.1,1,38-9W6A
22,14,8.3,5.9,8.4,8,5,38-9W6A
23,34,3.2,7,2.7,3,1,38-9W6A
24,32,2.3,6.2,3.3,1.5,1,38-9W6A
25,18,6.8,3.4,7.3,7.4,5,38-9W6A
26,6,7.3,6.6,7.1,7.4,1,38-9W6A
27,2,2.8,6.2,3,3.3,1,38-9W6A
28,38,2.5,7.5,2,1.3,1,38-9W6A
29,29,2.5,2.4,1.7,6.7,1,38-9W6A
30,27,6.4,2.1,6.9,6.3,2,38-9W6A
31,3,7,7.2,3,7.8,5,38-9W6A
32,15,5,1.8,7.5,4,1,38-9W6A
33,36,2.5,7.1,1.7,2.7,1,38-9W6A
34,17,5,2.1,7.4,2.4,1,38-9W6A
35,19,7.3,6,7.1,7.5,5,38-9W6A
36,26,4.2,1.5,6.8,3.5,1,38-9W6A
37,20,7.7,6.1,3.4,8,5,38-9W6A
38,7,3.2,6.3,3.2,2.4,4,38-9W6A
1,9,5.5,5.1,5.7,6.9,1,39-9W6G
2,24,8.7,4.9,6.5,9,5,39-9W6G
3,36,2.9,7.1,8.9,1,1,39-9W6G
4,12,7,4.9,4.5,7,3,39-9W6G
5,6,5,4.9,4.6,1,5,39-9W6G
6,25,7.1,3.1,4.5,6.9,5,39-9W6G
7,19,8.9,7.1,6.8,9,5,39-9W6G
8,21,1.3,1.1,2.5,1,1,39-9W6G
9,2,1,7.1,6.8,1,1,39-9W6G
10,8,5.2,3.1,2.6,5.1,3,39-9W6G
11,4,3,6.1,6.6,1,1,39-9W6G
12,29,4.9,1.2,2.4,6.8,5,39-9W6G
13,37,1,7,8.9,1,1,39-9W6G
14,17,5,1.3,1.3,4.8,1,39-9W6G
15,18,8.6,3.1,2.7,9,5,39-9W6G
16,33,1,9,9,1,1,39-9W6G
17,27,5.9,1.3,2.8,6.9,5,39-9W6G
18,7,5.2,3.8,4.6,5.1,5,39-9W6G
19,31,1,6,6.9,1,5,39-9W6G
20,26,5,1.3,2.4,4.1,1,39-9W6G
21,23,4.7,3.1,5.8,5.2,5,39-9W6G
22,39,1,9,9,1,1,39-9W6G
23,14,7,4.2,2.8,9,5,39-9W6G
24,13,6.9,1.3,2.8,5,3,39-9W6G
25,34,2.7,7,6.7,1.4,2,39-9W6G
26,32,1,9,9,1,5,39-9W6G
27,15,4.8,1,1,2.4,1,39-9W6G
28,10,3.9,5,4.6,2.4,1,39-9W6G
29,28,4.9,1,1.2,2.4,1,39-9W6G
30,40,1,8.8,6.8,1,1,39-9W6G
31,38,1.2,7.1,6.8,1,1,39-9W6G
32,1,3,5.1,5,1.6,5,39-9W6G
33,20,7,4.2,6.5,9,5,39-9W6G
34,11,7.1,5.1,5.7,7.5,5,39-9W6G
35,22,5,1,1,1.4,3,39-9W6G
36,5,4,4.6,5.7,1,5,39-9W6G
37,30,5,4.5,5,6.4,5,39-9W6G
38,3,4.8,2.7,2.6,2.7,5,39-9W6G
1,6,5,3.1,1.4,2.5,1,40-9W74
2,36,6.4,5.5,3.4,6.1,1,40-9W74
3,24,3.1,2.9,7.6,8.9,5,40-9W74
4,5,5.1,6,6.5,7.4,1,40-9W74
5,21,5.1,2,1.2,5.1,1,40-9W74
6,18,9,6.5,6.6,8.4,5,40-9W74
7,11,9,7.9,6.1,9,1,40-9W74
8,8,5.6,6.5,6.7,7.2,1,40-9W74
9,3,9,4.4,6.2,6.9,1,40-9W74
10,25,3.1,2,3.7,5,1,40-9W74
11,29,1.5,8,6.9,9,5,40-9W74
12,40,5,3.2,2.6,5,1,40-9W74
13,4,7.9,6.2,3.7,6.3,1,40-9W74
14,37,1,7.7,7.6,1,1,40-9W74
15,27,7,6,3.7,8.1,3,40-9W74
16,14,5,1,3.7,5,1,40-9W74
17,12,8.2,1.3,4,9,1,40-9W74
18,31,1.4,1.4,2,1,1,40-9W74
19,38,1,3.3,5.6,2.5,1,40-9W74
20,2,7,3.6,3.6,6.1,1,40-9W74
21,33,2.4,5,3.6,1.6,1,40-9W74
22,13,5,1,2.2,5,1,40-9W74
23,32,2.7,3.7,1.9,2.3,1,40-9W74
24,23,1,5.4,3.5,5,1,40-9W74
25,39,1,6.3,8.4,1,1,40-9W74
26,34,8.2,8.3,5.5,8.7,1,40-9W74
27,30,5.3,6.4,8.1,7.9,4,40-9W74
28,9,8,2.2,6.6,8.4,3,40-9W74
29,15,8.4,1,6.7,9,1,40-9W74
30,19,9,4,7,9,3,40-9W74
31,7,9,8.2,6.8,9,4,40-9W74
32,26,5,1.3,4,6.2,1,40-9W74
33,10,7.3,2.1,5.6,8.5,1,40-9W74
34,22,7.2,1.5,5.8,6.9,1,40-9W74
35,20,7.3,2,8,9,5,40-9W74
36,28,3.2,2.1,7.2,8,1,40-9W74
37,17,5,1,1,3.3,1,40-9W74
38,1,9,6.6,3.7,9,1,40-9W74
1,5,7.9,6.6,9,7,5,41-9W7K
2,28,3.5,2.6,9,1.9,1,41-9W7K
3,26,3.8,2.5,9,1.3,1,41-9W7K
4,18,9,6.4,6.5,9,5,41-9W7K
5,3,9,6.4,6.7,9,5,41-9W7K
6,10,5,5.4,8.5,3.7,1,41-9W7K
7,15,6.1,3.4,7,3.7,2,41-9W7K
8,29,4,3.6,8.4,5,3,41-9W7K
9,1,7,6.4,7.3,6.1,4,41-9W7K
10,17,7.9,1.4,5.1,7.7,5,41-9W7K
11,30,1.5,5.6,3.8,1.7,1,41-9W7K
12,34,5.9,7.2,4.3,4.5,5,41-9W7K
13,39,2.6,4.4,8.6,1,2,41-9W7K
14,12,6.9,2.5,8.1,6.2,1,41-9W7K
15,38,3.5,4.6,5.9,1,1,41-9W7K
16,24,4,3.6,3.2,4.1,2,41-9W7K
17,23,2.7,3.2,9,2,1,41-9W7K
18,8,6.1,5,7.7,5.8,4,41-9W7K
19,9,6.3,5.6,7.4,6.9,4,41-9W7K
20,11,7.7,3.6,6.8,7.3,1,41-9W7K
21,2,5,2.9,9,3.4,1,41-9W7K
22,21,3.8,4,8.2,3,1,41-9W7K
23,37,1.8,5.5,7.3,1,1,41-9W7K
24,4,8,7.2,7.9,7.9,4,41-9W7K
25,20,7.9,4,7.5,7.4,3,41-9W7K
26,13,6.7,2.9,8.1,5.8,4,41-9W7K
27,31,3,3.1,8.2,1,1,41-9W7K
28,27,5,3.2,9,3.7,1,41-9W7K
29,32,3.1,5,7.1,1,1,41-9W7K
30,33,2.7,4.5,8.7,1,1,41-9W7K
31,22,4.1,4,9,2,1,41-9W7K
32,40,2.9,3.7,9,1,1,41-9W7K
33,7,6.8,6.9,7.8,7.3,5,41-9W7K
34,25,4.9,2.7,9,4.1,1,41-9W7K
35,6,5.9,4.7,9,3.4,1,41-9W7K
36,36,2.8,4.1,9,1,1,41-9W7K
37,14,6.9,3.6,7,6.6,5,41-9W7K
38,19,8.2,6.5,7.3,8.2,5,41-9W7K
1,13,6.9,3,6.8,8.1,4,42-9W7R
2,19,8.4,3.7,5.8,8.4,5,42-9W7R
3,34,3.7,5.6,4,4.2,2,42-9W7R
4,33,3.7,6.5,3.8,3,2,42-9W7R
5,9,8,3.8,6.8,7.7,5,42-9W7R
6,39,1.4,6.4,3,1,1,42-9W7R
7,38,1,6,3.7,1,1,42-9W7R
8,10,3.5,3.6,6.5,3.5,1,42-9W7R
9,6,2.1,2.9,5.7,1,5,42-9W7R
10,29,4.2,2,7.4,5.4,4,42-9W7R
11,3,6.7,3,7.3,5.9,4,42-9W7R
12,17,5,2.3,6.9,5,3,42-9W7R
13,28,5.6,1.9,4.2,7.4,5,42-9W7R
14,24,6.1,3,4.6,7.2,5,42-9W7R
15,36,1.8,6.5,4.1,1,1,42-9W7R
16,22,7.1,2.8,7.3,7.7,4,42-9W7R
17,4,7.8,4.1,7.2,7.8,5,42-9W7R
18,37,1,5.5,2.8,1,1,42-9W7R
19,23,3,3.1,3.6,3.6,2,42-9W7R
20,32,3.1,5.5,3.6,1,1,42-9W7R
21,26,7,2.3,6.9,7.7,4,42-9W7R
22,14,8.3,2.3,6.8,9,5,42-9W7R
23,12,8.4,1.4,5.5,9,5,42-9W7R
24,8,8.4,3.7,5.2,8.2,5,42-9W7R
25,1,8.7,3.1,5.2,9,5,42-9W7R
26,25,5,1.5,7.5,6.7,3,42-9W7R
27,27,5.7,2,7,6.6,3,42-9W7R
28,15,6.8,1.7,6.6,7.7,3,42-9W7R
29,21,5,1.3,6.1,6.2,3,42-9W7R
30,40,2.1,4,6.7,1,1,42-9W7R
31,2,2.6,5.8,6.2,1,1,42-9W7R
32,5,6.4,3.2,6.4,7,4,42-9W7R
33,11,8,2.5,6.7,9,5,42-9W7R
34,18,7.8,1.2,6.8,8.3,5,42-9W7R
35,31,1.3,5.6,6,1,1,42-9W7R
36,30,1.2,1.1,1.6,1,5,42-9W7R
37,20,6.6,1.4,7.9,7.4,4,42-9W7R
38,7,1,1.1,8.5,1,5,42-9W7R
1,39,4,7.5,4.8,2,1,43-9W91
2,8,5.9,3.5,9,5.1,5,43-9W91
3,31,5,5.9,9,4.4,1,43-9W91
4,11,6.4,3,9,6.8,2,43-9W91
5,32,3.9,4.2,7.1,4.3,1,43-9W91
6,27,5,2.4,8.9,5.6,2,43-9W91
7,10,6.2,6.6,9,7.3,3,43-9W91
8,37,3.9,5.5,6.7,2,1,43-9W91
9,22,5,2.1,9,6.1,1,43-9W91
10,38,4,5.5,8.5,3.6,1,43-9W91
11,23,3.9,3.2,9,6.1,1,43-9W91
12,29,4.4,3.1,9,5,1,43-9W91
13,28,5.5,2.1,9,7.8,2,43-9W91
14,26,7,1.3,9,7.4,1,43-9W91
15,36,3.6,6.7,8.5,3.8,1,43-9W91
16,30,5.2,1.5,9,9,4,43-9W91
17,13,7.3,3.4,9,7.7,1,43-9W91
18,9,7.3,6.8,9,9,5,43-9W91
19,17,6.7,2.3,9,8,2,43-9W91
20,40,3.8,5.7,9,3.6,1,43-9W91
21,19,7.6,5.8,9,9,5,43-9W91
22,21,3.9,6.5,7.6,5.8,2,43-9W91
23,4,6.7,5.9,9,6,1,43-9W91
24,24,6.4,6.4,9,7.4,5,43-9W91
25,7,6.4,6.2,9,8,5,43-9W91
26,15,6.5,2.7,9,6.6,1,43-9W91
27,34,4.4,6.9,9,5.5,3,43-9W91
28,5,6.4,6.2,9,9,5,43-9W91
29,14,8,3.6,9,9,5,43-9W91
30,25,6.1,3.8,9,9,3,43-9W91
31,18,6.6,3.2,9,7.7,5,43-9W91
32,12,6.8,1.8,8.9,8.3,2,43-9W91
33,33,4.4,5.9,8.5,3.6,1,43-9W91
34,2,6.9,6.7,9,9,5,43-9W91
35,20,6.7,5.9,9,9,5,43-9W91
36,3,7.6,6,9,9,5,43-9W91
37,6,7.6,5.6,9,9,5,43-9W91
38,1,6.5,5.4,9,9,5,43-9W91
1,8,7.2,6,3.9,7.1,5,44-9WAY
2,28,4,2.6,7.7,3.8,1,44-9WAY
3,15,5.9,2.8,7.5,5.8,1,44-9WAY
4,30,2.4,4.1,5.6,6.8,3,44-9WAY
5,10,7.6,7.6,3.4,9,5,44-9WAY
6,39,1.5,7.9,2.3,3,1,44-9WAY
7,32,3.2,6,5.7,6.5,2,44-9WAY
8,26,7,1.8,6,6.7,1,44-9WAY
9,1,8.1,5.4,6.6,8,5,44-9WAY
10,37,1,7.5,1.9,1,1,44-9WAY
11,29,9,3.3,5,3.5,1,44-9WAY
12,23,2.2,3.2,3.8,3.9,2,44-9WAY
13,31,3.9,2.9,8.6,2,1,44-9WAY
14,36,4.5,2.4,9,1.1,1,44-9WAY
15,34,2.7,2.3,9,2.9,1,44-9WAY
16,18,7.2,4.4,4.5,7.8,5,44-9WAY
17,33,3.5,5.5,6.8,2.4,1,44-9WAY
18,38,2.2,3.1,4.1,1.6,1,44-9WAY
19,14,7.4,5.7,3.7,7.7,5,44-9WAY
20,22,5.5,3.1,7.6,5.9,1,44-9WAY
21,19,8,3.3,3.3,6.9,5,44-9WAY
22,25,5,3,9,3.3,1,44-9WAY
23,2,8.9,5.8,3.8,8.7,5,44-9WAY
24,13,7.3,4,2.8,7,1,44-9WAY
25,20,7.8,6.9,3.3,6.5,3,44-9WAY
26,11,8.3,6.2,3.8,6.8,4,44-9WAY
27,6,6.8,6.5,5.6,7.5,4,44-9WAY
28,17,4.3,2.5,6.7,6.6,3,44-9WAY
29,3,6,5,7.4,6.5,5,44-9WAY
30,27,5,2.5,8.6,3.6,2,44-9WAY
31,4,7.9,7.5,3.8,7.7,5,44-9WAY
32,12,6.3,3,5,5.8,1,44-9WAY
33,21,5,4.1,5,3.6,1,44-9WAY
34,40,2.9,6.1,4.2,2.7,1,44-9WAY
35,9,6.7,4,6.7,7.2,5,44-9WAY
36,7,7.1,7.6,3.3,7.5,5,44-9WAY
37,24,3.8,2.9,6.3,4.1,5,44-9WAY
38,5,7.7,7,5,6.8,5,44-9WAY
1,7,7.2,6.4,9,7.2,5,45-9WBS
2,17,5,3.2,9,3.4,1,45-9WBS
3,34,4.3,5.8,7.5,2.3,1,45-9WBS
4,30,3.4,1.8,3.2,4.1,3,45-9WBS
5,14,7.5,6.9,5.9,8.1,5,45-9WBS
6,11,7.4,5.8,5.1,6.1,1,45-9WBS
7,6,5.8,5.7,9,5.1,1,45-9WBS
8,40,5,5.4,5,3.4,1,45-9WBS
9,36,2.8,5,5,1,1,45-9WBS
10,31,3.4,5.9,3.9,1,1,45-9WBS
11,19,7.4,6.2,4.9,7.3,5,45-9WBS
12,15,4.4,3.6,5,3.2,1,45-9WBS
13,10,5.7,4.9,5.1,6.7,1,45-9WBS
14,1,5.1,5.3,9,3.1,1,45-9WBS
15,24,4.1,8.8,2.6,8.2,5,45-9WBS
16,9,8,6.9,3.3,9,5,45-9WBS
17,29,4.1,3.5,9,7.1,5,45-9WBS
18,28,4.5,1,4.3,9,1,45-9WBS
19,20,6.8,3.5,9,5.5,3,45-9WBS
20,39,1,9,2,1,1,45-9WBS
21,26,6.3,1.9,3.4,5.6,1,45-9WBS
22,23,2.8,6.9,4.5,1,1,45-9WBS
23,21,3.7,2.6,9,1,1,45-9WBS
24,4,7.8,6.8,8.4,9,5,45-9WBS
25,13,5.6,2.6,4.2,7.8,1,45-9WBS
26,5,7.7,6.2,3.9,8.4,5,45-9WBS
27,38,1,7.2,1,1,1,45-9WBS
28,33,2.9,5.8,3.8,1,1,45-9WBS
29,18,7.6,3.4,9,7.6,5,45-9WBS
30,3,7.7,6.6,4.3,9,5,45-9WBS
31,2,3.8,5.9,8.7,2.5,4,45-9WBS
32,12,9,2.3,3,7.3,1,45-9WBS
33,27,5.4,2.5,6.2,5,3,45-9WBS
34,37,1,9,1,1,1,45-9WBS
35,22,5.2,3.5,7.6,3.1,1,45-9WBS
36,32,1,6.6,2.3,1,1,45-9WBS
37,25,6.1,2.3,3.7,4.2,1,45-9WBS
38,8,9,7.6,3.4,9,5,45-9WBS
1,12,7.4,5.8,5.5,8.2,2,46-9WCE
2,27,4.8,4.2,7.9,4,2,46-9WCE
3,31,4.2,6.1,7.4,6.5,2,46-9WCE
4,10,7,8,3,8.4,5,46-9WCE
5,9,7.6,6,3.7,7.8,5,46-9WCE
6,21,3.3,2.2,4.8,2.7,3,46-9WCE
7,19,8.3,7.9,3.5,7.9,5,46-9WCE
8,40,3.7,3.3,7.7,3.5,2,46-9WCE
9,28,4.1,3.1,7,3.7,2,46-9WCE
10,13,7,5.7,6.6,7.2,4,46-9WCE
11,39,4.3,3.4,7,3.2,2,46-9WCE
12,26,3.7,2.7,6.8,3.2,2,46-9WCE
13,2,6.9,5.7,4.1,7,4,46-9WCE
14,24,4.1,3.5,4.1,6.1,3,46-9WCE
15,32,3.2,3.5,6.1,3.5,4,46-9WCE
16,18,7.7,4.1,3.6,8.4,5,46-9WCE
17,7,8.1,7.8,3.1,7.6,5,46-9WCE
18,25,3.9,3.5,6.6,5.7,2,46-9WCE
19,37,3.3,3.2,7.1,2.8,3,46-9WCE
20,11,8,6.9,3.6,7.7,3,46-9WCE
21,30,2.8,4.3,6.1,5.8,5,46-9WCE
22,14,7.9,7.2,3.3,8.1,5,46-9WCE
23,23,2.7,3,6.6,3.6,1,46-9WCE
24,20,4.5,4.1,7.2,2.6,2,46-9WCE
25,3,6.9,6.6,3.8,6.9,5,46-9WCE
26,8,8.1,7.6,2.9,8,5,46-9WCE
27,17,4.5,6.3,6.8,6.4,3,46-9WCE
28,34,3.2,5.3,5.6,3.2,2,46-9WCE
29,29,3.8,5.3,4.1,2.4,3,46-9WCE
30,38,3,3.7,5.7,3.3,1,46-9WCE
31,36,2.8,6.5,3.7,2.1,2,46-9WCE
32,6,8.5,8.3,2.1,8.5,5,46-9WCE
33,22,3.9,3.2,5.8,5.2,1,46-9WCE
34,5,8.9,8.8,1.8,8.8,5,46-9WCE
35,15,4.4,1.9,7.4,2.8,2,46-9WCE
36,33,3.8,3.6,7.5,3,2,46-9WCE
37,1,8.8,8.2,2.3,8.6,5,46-9WCE
38,4,7.8,3.6,4.1,6.5,5,46-9WCE
1,4,7.9,6.2,8.3,8.1,5,47-9WCU
2,14,8.3,4.3,6.7,7.3,5,47-9WCU
3,17,6.8,4.1,7.7,6.5,4,47-9WCU
4,30,2,8.1,1.8,2.5,2,47-9WCU
5,10,3.9,6,3.6,3.2,1,47-9WCU
6,21,5,5,3.9,4.2,1,47-9WCU
7,23,3,7,3.4,2.9,1,47-9WCU
8,26,7,2.1,6.7,7.4,1,47-9WCU
9,32,3,5.7,3.5,1.8,1,47-9WCU
10,27,6.2,4.2,8.3,5,2,47-9WCU
11,38,1,8.9,1,1,1,47-9WCU
12,31,1.9,6.9,3.7,1,1,47-9WCU
13,7,7.1,6.7,6.7,6.1,4,47-9WCU
14,37,1,7.9,1,1,1,47-9WCU
15,9,9,6.1,8.5,9,5,47-9WCU
16,19,9,5.8,8.9,8.9,5,47-9WCU
17,34,3.6,7.1,3.5,1.8,1,47-9WCU
18,39,1.1,9,1,1,1,47-9WCU
19,15,6,2.1,7.4,6.7,1,47-9WCU
20,24,7.3,3.6,3.9,8,4,47-9WCU
21,36,3.1,5.7,7,2.5,1,47-9WCU
22,5,8.2,6.1,7.6,8.5,5,47-9WCU
23,18,8.9,6.8,3.7,8,4,47-9WCU
24,40,3.5,6.5,3.8,2.4,1,47-9WCU
25,13,7.1,2.9,6.8,6.7,4,47-9WCU
26,28,6.7,2.4,1.9,8.5,5,47-9WCU
27,2,6.2,6.3,6.5,5.7,2,47-9WCU
28,25,5.9,2.9,8.4,6,1,47-9WCU
29,8,8.1,5.8,3.3,8.4,5,47-9WCU
30,20,6.1,5.8,6.9,6.6,5,47-9WCU
31,33,2.2,7.2,2.7,2.1,1,47-9WCU
32,12,7.8,3.1,7.6,7.6,1,47-9WCU
33,22,5,5,8.4,5.5,1,47-9WCU
34,6,6.7,5.8,6.7,7.6,4,47-9WCU
35,11,8.9,6.9,2.6,8.9,3,47-9WCU
36,1,7.9,7.2,3.6,8.3,5,47-9WCU
37,29,3.1,7,2.5,7,4,47-9WCU
38,3,7,7,6.7,7.1,5,47-9WCU
1,40,2.1,8.1,2.1,1.7,1,48-9WDR
2,19,6.8,5.1,4.8,6.1,4,48-9WDR
3,31,1.2,5.8,3.9,1.4,1,48-9WDR
4,3,5.2,4,8.1,2.9,2,48-9WDR
5,39,1,8,2.7,1,1,48-9WDR
6,11,8.5,6.2,3.8,8.1,1,48-9WDR
7,23,3.2,5,5.8,2.9,2,48-9WDR
8,36,2.5,5.9,3.8,2.7,1,48-9WDR
9,9,8.9,5.1,7.4,8.7,3,48-9WDR
10,14,6,3.1,6.6,6.4,2,48-9WDR
11,34,3.2,5.7,4.7,2.6,1,48-9WDR
12,25,5.8,1.9,5.6,5.5,1,48-9WDR
13,32,3.1,7.3,2.8,1.9,3,48-9WDR
14,20,5,2,8.3,3.4,1,48-9WDR
15,27,8.5,3.4,2.9,9,4,48-9WDR
16,18,8.8,2.6,3.1,9,3,48-9WDR
17,37,1,8.4,1.8,1,1,48-9WDR
18,15,5,3.5,8.3,5.4,1,48-9WDR
19,17,6.8,2.2,6.7,6.1,2,48-9WDR
20,12,7.2,2.3,7.5,6.1,1,48-9WDR
21,24,4.8,5.9,4.6,5.1,1,48-9WDR
22,30,1.4,6,4.2,4.8,3,48-9WDR
23,21,4.6,4.4,4.4,6.1,1,48-9WDR
24,26,7.9,2.2,4.5,8,2,48-9WDR
25,38,1.1,5.5,5.6,1.4,1,48-9WDR
26,2,5,5,5,4.4,1,48-9WDR
27,22,5,4.2,6.1,5,1,48-9WDR
28,29,5.1,3.1,4.7,4.9,2,48-9WDR
29,8,7.5,5,5,6.7,1,48-9WDR
30,28,4.1,3,2.6,5.7,2,48-9WDR
31,6,5.5,5.3,4.7,5.3,2,48-9WDR
32,1,6.9,7.3,4.4,7.1,1,48-9WDR
33,7,5,6.9,4.1,5.6,2,48-9WDR
34,10,4,5.9,3.9,5,1,48-9WDR
35,33,4.2,5.6,4.8,3.3,1,48-9WDR
36,13,6.4,3.1,4.6,6.4,1,48-9WDR
37,4,8.7,8.4,3.8,8.3,4,48-9WDR
38,5,4.6,5.6,3.9,4.8,3,48-9WDR
1,32,3,6,4.3,1,1,49-9WEW
2,14,8.4,3.3,4.6,8.5,1,49-9WEW
3,5,5,4.6,4.7,1,1,49-9WEW
4,20,7.2,5.5,3.9,7.8,2,49-9WEW
5,13,7.7,3.7,3.5,7.2,1,49-9WEW
6,27,5,1.9,5.6,5,1,49-9WEW
7,34,1,6.4,3.2,1,1,49-9WEW
8,2,5,4.3,4.4,3.2,1,49-9WEW
9,37,1,7.8,1.6,1,1,49-9WEW
10,10,5,2.2,7.9,1,1,49-9WEW
11,26,3.2,4.2,3.4,6,1,49-9WEW
12,17,5,2.1,8.4,1.3,1,49-9WEW
13,22,5.5,6.2,4.5,5.5,1,49-9WEW
14,36,3.6,6.7,4.1,1.9,1,49-9WEW
15,38,1.5,6.4,2.9,1,1,49-9WEW
16,23,2.2,5.8,3.4,2.9,1,49-9WEW
17,3,7.2,6.7,3.6,6.9,1,49-9WEW
18,33,4.9,7.2,4.3,1,1,49-9WEW
19,30,1.4,6,2.8,8.4,2,49-9WEW
20,28,5,4.6,7.5,2.6,1,49-9WEW
21,19,5.4,4.1,6.3,5,1,49-9WEW
22,4,5,5.3,7.6,4.4,1,49-9WEW
23,7,6.5,6.4,6.9,6.2,1,49-9WEW
24,31,4,6.7,4.6,4.5,1,49-9WEW
25,6,7.9,7.2,3.6,7.3,1,49-9WEW
26,12,8.7,8.4,2,8.7,1,49-9WEW
27,11,8.3,7.5,3.3,8,1,49-9WEW
28,25,5.5,4.5,4.5,5.5,1,49-9WEW
29,9,7.3,6.6,4.5,6.6,1,49-9WEW
30,40,5,5,8.6,1,1,49-9WEW
31,18,8.7,8.5,1.7,8.6,5,49-9WEW
32,24,3.1,3.6,4,7,1,49-9WEW
33,21,3.1,5.7,3.6,7.7,4,49-9WEW
34,39,1,8.1,6.7,1,1,49-9WEW
35,15,7.3,4.1,4,5.2,1,49-9WEW
36,1,5.6,4.7,7.7,3.5,1,49-9WEW
37,29,4.3,4.8,4.7,4.7,1,49-9WEW
38,8,8.5,4.3,4.7,5.2,1,49-9WEW
