participantID,seq,exp,nSamples,medianVal,maxVal
13-9UOF,7,23,1905,50.3610953794593,407.899757356643
13-9UOF,8,13,1906,160.733201185641,353.417251876974
13-9UOF,9,6,1904,146.444477951277,263.789018285345
13-9UOF,10,37,1905,139.197859967029,287.056512455259
13-9UOF,11,40,1905,161.412635740208,273.26810260021
13-9UOF,12,39,1907,172.656917114624,304.699780209196
13-9UOF,13,29,1905,155.05141249321,244.88377862
13-9UOF,14,2,1905,165.583362680937,245.032970906848
13-9UOF,15,30,1906,176.666178193227,297.496664034193
13-9UOF,16,36,1904,160.905229663085,237.495952480109
13-9UOF,17,7,1904,154.683834712326,235.44954293284
13-9UOF,18,20,1905,161.79764274314,299.116026879675
13-9UOF,19,31,1907,180.27221544925,259.679728354508
13-9UOF,20,5,1904,170.297948987091,291.963695841091
13-9UOF,21,11,1905,157.306850716019,268.704624275863
13-9UOF,22,33,1906,163.304544869834,271.290312067814
13-9UOF,23,1,1905,160.213696349072,252.225612271737
13-9UOF,24,24,1906,160.696003100867,283.780440972591
13-9UOF,25,26,1905,166.76759273439,297.509101325692
13-9UOF,26,34,1905,155.965093869775,298.395974832631
13-9UOF,27,3,1905,50.7203916351238,331.37430645042
13-9UOF,28,4,1904,156.478689754205,254.859219603893
13-9UOF,29,38,1904,156.944196606588,237.709898056111
13-9UOF,30,17,1907,164.065123382261,292.639081516128
13-9UOF,31,22,1905,156.941296269241,304.434562242861
13-9UOF,32,14,1907,174.926820726317,275.504143129188
13-9UOF,33,25,1905,170.232421082353,283.064615807411
13-9UOF,34,28,1905,145.853889461649,293.378890558091
13-9UOF,35,8,1904,34.6670164503372,65.8395374691818
13-9UOF,36,21,1906,191.222367906127,311.811909846413
13-9UOF,37,27,1906,162.468061672361,296.344629651638
13-9UOF,38,9,1904,184.548839581548,262.471736701972
14-9UP0,1,6,1907,202.292891533193,283.671898051497
14-9UP0,2,31,1905,230.359874145438,327.561770404634
14-9UP0,3,23,1906,223.360292356805,338.226896945647
14-9UP0,4,14,1905,240.429125558246,358.03207220356
14-9UP0,5,34,1905,253.221876476655,340.662580106658
14-9UP0,6,37,1904,259.351346152265,321.982882792812
14-9UP0,7,36,1904,248.100895799958,343.883267633264
14-9UP0,8,1,1905,223.163968622194,313.706807540738
14-9UP0,9,24,1906,233.969964254435,325.816323128222
14-9UP0,10,22,1905,221.042315629544,285.966535431191
14-9UP0,11,8,1905,232.600920223882,306.587018139167
14-9UP0,12,17,1904,229.512443702689,304.726307990795
14-9UP0,13,25,1904,228.44132488333,325.226474691424
14-9UP0,14,27,1903,230.483150890048,325.803219221488
14-9UP0,15,28,1906,237.328455517971,327.360988054935
14-9UP0,16,30,1905,230.891296939539,302.611785991063
14-9UP0,17,32,1906,249.088976172911,364.28290409744
14-9UP0,18,39,1907,230.247409964301,306.509768239972
14-9UP0,19,11,1905,236.847668708733,322.143903098898
14-9UP0,20,40,1907,226.486923110557,307.894712675194
14-9UP0,21,4,1905,244.439847269912,337.123544929296
14-9UP0,22,29,1904,255.654475802125,350.770294022063
14-9UP0,23,9,1904,241.381990151632,315.881321424216
15-9UR2,1,39,1904,249.403695980466,331.698992492763
15-9UR2,2,12,1906,226.811420680801,339.118576453255
15-9UR2,3,18,1903,219.948712288932,323.907031593547
15-9UR2,4,21,1905,232.458197205391,319.327784379442
15-9UR2,5,31,1906,241.392601897296,341.970309470045
15-9UR2,6,1,1905,230.541924997083,316.419151824017
15-9UR2,7,4,1906,206.723130610113,300.159774610106
15-9UR2,8,23,1905,222.168715694726,330.544405446881
15-9UR2,9,19,1906,230.62338002869,347.398994012305
15-9UR2,10,3,1903,237.541249310389,342.912020339681
15-9UR2,11,40,1904,224.864746872984,371.190936425639
15-9UR2,12,25,1906,240.646102344456,341.471224982885
15-9UR2,13,5,1907,235.574747475513,326.049484549831
15-9UR2,14,2,1905,226.290793489961,317.698202942995
15-9UR2,15,6,1904,222.495033347386,323.283062674177
15-9UR2,16,26,1904,226.450820152572,322.207157989518
15-9UR2,17,14,1906,223.56485210789,294.163286045452
15-9UR2,18,34,1905,227.928541737065,314.649162972614
15-9UR2,19,17,1905,228.491531442067,340.697335354119
15-9UR2,20,7,1906,216.391448096155,298.839186535649
15-9UR2,21,37,1904,243.25227277394,350.054694627324
15-9UR2,22,13,1906,234.242667632191,316.978698301673
15-9UR2,23,32,1906,240.474935097465,335.172687949402
15-9UR2,24,8,1906,247.065305329578,355.026387100272
15-9UR2,25,24,1907,235.002566005001,315.850684181892
15-9UR2,26,29,1906,236.947871087845,358.790467016383
15-9UR2,27,11,1905,241.05526260611,334.208659466441
15-9UR2,28,36,1905,248.609165865193,337.345516497536
15-9UR2,29,30,1904,245.92622357104,348.607658900819
15-9UR2,30,20,1905,236.065256158931,335.591586504376
15-9UR2,31,27,1904,250.065980850309,353.624166842261
15-9UR2,32,28,1905,236.199292658091,339.082484230779
15-9UR2,33,10,1905,242.02483172676,363.230024044419
15-9UR2,34,33,1905,246.613430589121,335.839827240724
15-9UR2,35,22,1905,237.855213688095,339.911635773352
15-9UR2,36,15,1906,245.210743840337,380.589796925291
15-9UR2,37,38,1904,257.565896829112,332.240858586122
15-9UR2,38,9,1907,251.172143078526,361.183462570413
16-9USC,1,1,1904,252.268267006649,362.098788029142
16-9USC,2,25,1905,230.474753365519,337.812277356998
16-9USC,3,36,1904,254.364919941356,384.598271680442
16-9USC,4,12,1905,268.728350429793,365.939776229259
16-9USC,5,23,1904,242.262701700861,381.686066905163
16-9USC,6,2,1905,255.119076901014,401.323311500932
16-9USC,7,21,1905,227.995964175984,313.624777125209
16-9USC,8,14,1906,206.931893110279,288.775242619761
16-9USC,9,5,1904,214.687175790857,296.154975341085
16-9USC,10,31,1905,238.646069934866,365.06199521019
16-9USC,11,30,1904,229.041953334405,334.63063607412
16-9USC,12,19,1904,228.945372663136,348.078679164581
16-9USC,13,26,1905,226.929100084166,314.259771643713
16-9USC,14,37,1904,216.942656996654,305.007883204886
16-9USC,15,4,1906,225.014439025004,342.97210885137
16-9USC,16,15,1905,223.336847154819,303.246939882955
16-9USC,17,17,1905,229.506492562121,332.472253992657
16-9USC,18,22,1905,225.642356211043,320.344240026674
16-9USC,19,39,1904,218.991228559733,357.722217121413
16-9USC,20,24,1907,219.282300439826,285.103693260617
16-9USC,21,6,1905,214.122321745248,294.283627907098
16-9USC,22,32,1904,227.045460036789,388.485838867725
16-9USC,23,27,1905,206.795265396772,311.756953771806
16-9USC,24,33,1904,212.664145484682,308.979002135303
16-9USC,25,29,1905,223.00525127024,323.327784997902
16-9USC,26,11,1905,212.325056031067,405.571449752624
16-9USC,27,28,1904,227.075924184301,385.627648213638
16-9USC,28,20,1904,221.012182261392,354.852054267371
16-9USC,29,7,1905,208.104447058096,298.260115478354
16-9USC,30,40,1905,210.258376458637,357.601097108852
16-9USC,31,13,1904,231.565084634396,435.865309135874
16-9USC,32,38,1906,217.968306107063,303.444543142182
16-9USC,33,8,1904,244.252963878757,362.405843630075
16-9USC,34,3,1905,252.026474101745,384.815787499779
16-9USC,35,34,1904,222.254533793226,330.227203353722
16-9USC,36,9,1905,238.158247445705,390.368882868319
16-9USC,37,10,1905,235.136966182649,343.47282435627
16-9USC,38,18,1905,234.350785489293,382.803883132535
17-9UTL,1,30,1904,185.033688518128,299.572045108771
17-9UTL,2,7,1906,60.6013198178309,346.893935605569
17-9UTL,3,10,1904,215.299870243914,293.479188283955
17-9UTL,4,21,1907,233.204138630286,319.482124870673
17-9UTL,5,31,1906,234.906259115802,316.029059348543
17-9UTL,6,32,1907,187.289169734013,289.011696886895
17-9UTL,7,13,1906,213.378235365324,288.981756714351
17-9UTL,8,14,1906,214.91636917707,329.470443136023
17-9UTL,9,23,1906,227.476045601917,301.601439790332
17-9UTL,10,34,1907,237.105898472787,309.293333224335
17-9UTL,11,19,1905,204.931529390411,325.251678339547
17-9UTL,12,3,1906,242.208564640236,313.181950543488
17-9UTL,13,25,1907,214.828062027964,275.106316141558
17-9UTL,14,26,1906,238.321081419555,304.577199338886
17-9UTL,15,28,1905,231.308320898165,321.582014978774
17-9UTL,16,39,1907,222.47469332489,315.864200978645
17-9UTL,17,2,1905,237.783404870429,333.078496196072
17-9UTL,18,37,1906,234.961988134709,329.290014026027
17-9UTL,19,36,1906,231.445338975581,288.507026842991
17-9UTL,20,33,1906,257.090744870454,337.045355884654
17-9UTL,21,6,1904,240.922259072854,313.169408604115
17-9UTL,22,9,1905,250.818792986948,365.112513887742
17-9UTL,23,17,1905,239.809661937898,320.953526003472
17-9UTL,24,27,1907,235.035749409155,325.013916241575
17-9UTL,25,18,1907,227.736653217015,295.22435157793
17-9UTL,26,11,1905,225.634787680862,319.283393222714
17-9UTL,27,1,1906,231.82516776426,364.863438971498
17-9UTL,28,40,1905,233.083277922325,295.548111188155
17-9UTL,29,12,1906,230.374575806813,319.230971620724
17-9UTL,30,20,1906,247.318288327358,313.382553309173
17-9UTL,31,38,1907,237.547240307782,310.851431156404
17-9UTL,32,8,1904,245.189733993428,355.943951953145
17-9UTL,33,4,1907,250.502215155479,352.494724827597
17-9UTL,34,15,1907,231.174157253021,301.407160951688
17-9UTL,35,29,1906,193.146189213059,349.148065383971
17-9UTL,36,22,1905,242.202110209797,318.431098579437
17-9UTL,37,24,1904,227.891825429276,339.08214847114
17-9UTL,38,5,1907,257.010024759263,352.004902250086
18-9UVM,1,2,1905,179.371909224895,317.410130513076
18-9UVM,2,23,1905,189.516886584565,282.026833063874
18-9UVM,3,1,1905,192.849617832457,284.595493576125
18-9UVM,4,22,1905,177.176640660329,261.882895478036
18-9UVM,5,25,1904,187.493306770372,271.157246672247
18-9UVM,6,18,1906,191.963667688403,317.78867582412
18-9UVM,7,20,1906,171.284356954835,273.689193729938
18-9UVM,8,27,1905,185.59063737478,252.72367218113
18-9UVM,9,30,1905,207.47380033627,292.493152763471
18-9UVM,10,17,1906,204.827475824144,308.341994093084
18-9UVM,11,24,1906,188.377766309833,333.827929948335
18-9UVM,12,15,1906,206.423993456329,281.663888060745
18-9UVM,13,36,1906,196.541928299018,294.043282120619
18-9UVM,14,21,1905,220.935672389586,419.772781724649
18-9UVM,15,38,1905,206.40538708962,308.867334896264
18-9UVM,16,14,1905,206.807927550427,305.901487926598
18-9UVM,17,12,1906,207.172183041764,336.182890890087
18-9UVM,18,34,1907,201.578846904668,312.82458117842
18-9UVM,19,5,1906,186.521658483199,308.768901579408
18-9UVM,20,31,1906,201.013543456818,504.408679975429
18-9UVM,21,13,1905,225.29596201947,365.844873179178
18-9UVM,22,26,1906,184.776801554831,287.686434924257
18-9UVM,23,10,1907,220.35906206761,427.376684097239
18-9UVM,24,29,1907,228.297622675493,374.286289154068
18-9UVM,25,4,1906,216.813783699398,365.879881267903
18-9UVM,26,37,1904,212.852159041055,457.683963005106
18-9UVM,27,39,1904,207.590100858556,331.867991864972
18-9UVM,28,33,1905,218.525045776381,311.457537746641
18-9UVM,29,11,1904,200.317816244247,297.547175339791
18-9UVM,30,32,1907,212.290736016937,380.792411275714
18-9UVM,31,28,1906,234.643392585803,637.261348912206
18-9UVM,32,6,1906,240.168661834901,467.327018289672
18-9UVM,33,8,1905,222.64069242015,405.736476839388
18-9UVM,34,19,1906,225.028350839995,372.71937539345
18-9UVM,35,9,1905,218.111245546422,418.142167872709
18-9UVM,36,40,1905,223.603551873644,345.747612531396
18-9UVM,37,7,1905,238.055924017008,451.487247900323
18-9UVM,38,3,1906,209.90326254324,386.682255972062
19-9UY7,1,22,1905,219.398569175195,386.028809341044
19-9UY7,2,28,1907,249.766455399991,357.213428321872
19-9UY7,3,24,1906,243.862087484753,380.012914283132
19-9UY7,4,23,1905,257.789152073468,425.384750291645
19-9UY7,5,19,1905,279.549636934918,488.985061248948
19-9UY7,6,32,1907,242.635590089893,405.356364715387
19-9UY7,7,33,1905,312.921738734815,566.145319607755
19-9UY7,8,27,1906,293.724741379715,520.423192738142
19-9UY7,9,29,1907,293.636258970625,406.641108836495
19-9UY7,10,8,1907,268.613513323702,473.858863749031
19-9UY7,11,26,1906,287.99840878153,536.416237512194
19-9UY7,12,39,1906,280.527393268342,465.031107979029
19-9UY7,13,9,1904,280.38033816396,416.55846935408
19-9UY7,14,21,1905,264.332269239609,493.73199857957
19-9UY7,15,4,1906,258.408166824708,529.990964140891
19-9UY7,16,14,1904,287.291310037749,548.457943720744
19-9UY7,17,10,1904,262.297081371433,520.051050531394
19-9UY7,18,13,1905,301.571428203633,560.671947092589
19-9UY7,19,34,1906,292.581690271232,543.962593747433
19-9UY7,20,38,1905,270.028181186693,520.494286367523
19-9UY7,21,40,1906,304.675582347253,470.921690993658
19-9UY7,22,11,1906,302.138214397471,542.239646770856
19-9UY7,23,36,1906,293.259823755274,569.590788750718
19-9UY7,24,1,1904,290.891715287004,542.218020170875
19-9UY7,25,37,1904,290.587447930745,660.538523548515
19-9UY7,26,15,1906,287.842018718643,589.23587479592
19-9UY7,27,25,1905,284.453643329017,545.246794043292
19-9UY7,28,17,1904,286.676206215226,502.911579968714
19-9UY7,29,6,1906,286.569257086443,593.587179910497
19-9UY7,30,31,1905,292.601341590083,488.971789786323
19-9UY7,31,5,1905,292.554257125983,454.374781819366
19-9UY7,32,3,1906,295.958272809734,641.725318533063
19-9UY7,33,20,1905,279.041726129625,564.003203177158
19-9UY7,34,12,1905,303.53851434535,510.363649784087
19-9UY7,35,18,1906,292.36768172383,446.970408642246
19-9UY7,36,2,1905,310.768463862187,500.667541716534
19-9UY7,37,30,1907,313.841240220409,513.975085139002
19-9UY7,38,7,1907,332.251652627762,492.821824029823
20-9V52,1,25,1907,163.955098154791,312.300793371488
20-9V52,2,23,1907,186.649189849562,258.645176028782
20-9V52,3,19,1904,176.932774225411,295.378759797753
20-9V52,4,27,1905,173.264803886636,294.355577341824
20-9V52,5,36,1904,203.799938341514,273.250603815628
20-9V52,6,15,1906,190.617398247714,275.88922309961
20-9V52,7,4,1905,172.884919341044,236.628853969028
20-9V52,8,11,1905,172.541153417754,244.685644650841
20-9V52,9,9,1906,168.461264851011,223.057063720911
20-9V52,10,20,1905,170.131738046046,289.167650785988
20-9V52,11,30,1904,179.276200302419,270.371164677656
20-9V52,12,13,1904,169.815419746566,238.796060360205
20-9V52,13,3,1907,164.573335900625,220.340461613559
20-9V52,14,8,1904,180.647121039749,271.17425077894
20-9V52,15,31,1905,180.745254148363,233.424212786744
20-9V52,16,12,1905,185.521611668427,282.336088478547
20-9V52,17,28,1907,180.818306964133,265.204307647089
20-9V52,18,26,1905,171.300808339934,228.719873500097
20-9V52,19,33,1905,171.821412614558,239.038849881432
20-9V52,20,34,1907,179.499758863067,273.933059336891
20-9V52,21,39,1905,179.72003029824,243.900134936262
20-9V52,22,6,1907,169.665008245947,247.895803749291
20-9V52,23,32,1905,179.949206176157,346.016535336472
20-9V52,24,38,1904,175.584077375815,288.920684903861
20-9V52,25,21,1906,177.206357356105,259.706690109195
20-9V52,26,24,1905,159.692322981166,308.413063328071
20-9V52,27,22,1906,175.26330896665,248.782438930821
20-9V52,28,29,1905,171.574745567963,279.855324131831
20-9V52,29,5,1907,170.436948702748,260.014250583813
20-9V52,30,18,1906,168.833747654963,269.295882707894
20-9V52,31,2,1904,172.770132129104,224.994833199216
20-9V52,32,10,1905,166.123598993204,261.215375724993
20-9V52,33,17,1906,151.485339221269,223.901721282974
20-9V52,34,37,1904,158.068377492643,223.501696521666
20-9V52,35,7,1907,164.656675470763,228.186636768699
20-9V52,36,40,1905,160.377764262876,230.314647900937
20-9V52,37,14,1907,160.275507876272,224.063614500269
20-9V52,38,1,1907,168.098980359125,244.547181245885
21-9V5J,1,36,1905,219.969416169723,308.422107328664
21-9V5J,2,23,1905,199.351711166445,286.723561607713
21-9V5J,3,28,1904,194.928717271964,270.444634617951
21-9V5J,4,33,1907,205.942363557884,299.988282692608
21-9V5J,5,30,1903,167.006703296189,247.20617487901
21-9V5J,6,29,1904,208.276840181611,280.40541153398
21-9V5J,7,32,1904,203.947764896676,299.706360077703
21-9V5J,8,19,1906,203.256071383338,304.578320728932
21-9V5J,9,2,1903,202.650515329819,292.555619179719
21-9V5J,10,8,1903,200.965396351705,283.059990405932
21-9V5J,11,37,1906,208.121952921517,302.985335092155
21-9V5J,12,3,1906,188.705352926038,324.032313630993
21-9V5J,13,11,1906,198.049770083088,297.100503430182
21-9V5J,14,1,1906,228.50411235671,310.202853629109
21-9V5J,15,13,1906,190.619633007446,287.219275678267
21-9V5J,16,6,1906,195.025199126018,260.364959829308
21-9V5J,17,10,1905,198.663200968917,322.675705583821
21-9V5J,18,15,1905,182.753222264404,259.111784977527
21-9V5J,19,34,1904,150.458043964267,292.134832100282
21-9V5J,20,18,1905,250.455625841781,536.230068807139
21-9V5J,21,7,1905,213.178323397228,301.115980283977
21-9V5J,22,27,1904,211.36562256049,297.93051390501
21-9V5J,23,22,1906,214.833193356393,277.892869725049
21-9V5J,24,20,1904,213.897822020613,288.869650491155
21-9V5J,25,17,1905,183.385690460201,261.632584771602
21-9V5J,26,40,1906,197.396227083599,266.124829854808
21-9V5J,27,25,1905,190.877183707898,272.540123383458
21-9V5J,28,31,1905,160.408286517202,252.050866820605
21-9V5J,29,21,1904,186.870934184964,269.73478282905
21-9V5J,30,12,1907,182.164812336482,247.037787462142
21-9V5J,31,39,1905,202.332564944135,289.296564295782
21-9V5J,32,24,1905,219.346930626019,301.281539957461
21-9V5J,33,5,1904,201.058424857203,368.459086892667
21-9V5J,34,26,1904,202.192546429276,246.727663577097
21-9V5J,35,14,1906,218.864339785059,285.138432762068
21-9V5J,36,38,1903,186.177087017015,264.936938440464
21-9V5J,37,9,1904,205.817110027905,258.965867655524
21-9V5J,38,4,1904,206.49692710295,321.076060010612
22-9V5N,1,11,1907,257.173874921781,364.08720634239
22-9V5N,2,36,1906,236.232307914494,329.703264937873
22-9V5N,3,38,1906,248.222687152554,381.88899399172
22-9V5N,4,28,1904,250.02015678782,375.470259695714
22-9V5N,5,21,1904,259.647553290281,412.30300351071
22-9V5N,6,40,1905,260.843550809618,388.125059441613
22-9V5N,7,20,1905,260.168550879472,386.368710044266
22-9V5N,8,19,1905,256.012047909271,388.242668432724
22-9V5N,9,13,1905,254.350346690904,347.118678946842
22-9V5N,10,37,1905,255.096762784662,356.896482559166
22-9V5N,11,1,1905,234.69788320881,331.11687278306
22-9V5N,12,14,1907,245.815786938779,342.208932792396
22-9V5N,13,22,1905,248.260881161106,360.082316901678
22-9V5N,14,6,1907,257.55652333491,353.115115623154
22-9V5N,15,3,1907,263.267134657494,355.87661628196
22-9V5N,16,2,1906,258.347992791438,341.790649726683
22-9V5N,17,26,1904,224.559366908257,328.681113905082
22-9V5N,18,33,1904,242.674880827509,359.557869720234
22-9V5N,19,25,1906,237.396700633184,358.05003811481
22-9V5N,20,39,1907,277.883036971546,428.992632521298
22-9V5N,21,29,1906,261.904848545469,353.261945833083
22-9V5N,22,24,1906,295.57641344225,410.99371458191
22-9V5N,23,12,1907,291.961941077573,402.834220517764
22-9V5N,24,27,1904,254.807171310102,347.92066285024
22-9V5N,25,23,1904,275.419468810452,382.804329249051
22-9V5N,26,32,1907,287.230770688315,394.829953860028
22-9V5N,27,4,1904,289.155642126019,370.747313521229
22-9V5N,28,18,1905,283.412510913749,383.09999014922
22-9V5N,29,8,1905,290.541803882742,393.294664349646
22-9V5N,30,5,1906,287.297452302536,379.909689616354
22-9V5N,31,34,1905,245.526377937975,377.417945952169
22-9V5N,32,15,1907,256.573540859853,335.541712737218
22-9V5N,33,17,1904,266.086429427679,347.815933416276
22-9V5N,34,10,1906,254.753428935754,362.996751135609
22-9V5N,35,31,1905,255.832991029352,405.413937820695
22-9V5N,36,7,1907,275.57624459636,424.387423492438
22-9V5N,37,30,1905,300.677828615303,448.936053816838
22-9V5N,38,9,1905,283.732293969386,412.03368660769
23-9VIV,1,38,1906,215.347976055219,345.927850125006
23-9VIV,2,17,1906,232.979334605155,306.922717673166
23-9VIV,3,2,1906,226.513940427195,324.952784333663
23-9VIV,4,24,1905,229.912163300967,314.694750510249
23-9VIV,5,14,1906,222.277837575999,334.18362031884
23-9VIV,6,6,1905,237.246065471611,332.607317189707
23-9VIV,7,12,1905,237.672776858538,317.964889627245
23-9VIV,8,3,1904,239.548880677531,379.231514853965
23-9VIV,9,33,1904,236.794666753298,286.239120492638
23-9VIV,10,15,1905,218.960163254865,344.0032603353
23-9VIV,11,22,1905,226.98252476405,320.03400381185
23-9VIV,12,7,1907,233.071799001248,325.716370677765
23-9VIV,13,13,1906,234.753661573549,308.861437154147
23-9VIV,14,29,1906,225.937457064484,311.741250256763
23-9VIV,15,20,1905,224.741937920768,335.373715923102
23-9VIV,16,5,1905,228.678305831202,337.115946357733
23-9VIV,17,39,1906,225.59214658465,287.158621972903
23-9VIV,18,32,1907,208.83352413391,330.810716518896
23-9VIV,19,4,1906,240.004349925962,305.51753025611
23-9VIV,20,40,1906,234.544786436601,310.186704398987
23-9VIV,21,28,1907,236.549694206805,377.043103820982
23-9VIV,22,27,1905,241.093751900683,371.779517636715
23-9VIV,23,36,1905,210.091806182464,366.542846652958
23-9VIV,24,11,1905,229.084946172987,290.36521970232
23-9VIV,25,34,1907,237.696726681837,364.606075361712
23-9VIV,26,26,1907,224.184259409712,339.80611315243
23-9VIV,27,23,1905,225.429583761458,315.293830047839
23-9VIV,28,10,1906,235.519403997966,382.078553612459
23-9VIV,29,37,1904,209.600127883825,393.531530771632
23-9VIV,30,19,1904,238.319291389836,360.151395198608
23-9VIV,31,31,1906,231.442035607893,293.221099595806
23-9VIV,32,21,1905,82.3946892054233,383.486131246277
23-9VIV,33,30,1904,190.283081971617,291.40983673536
23-9VIV,34,25,1906,200.917094997669,309.430419227533
23-9VIV,35,8,1905,196.619106043268,339.17060964075
23-9VIV,36,1,1906,241.626539676929,332.874372011173
23-9VIV,37,18,1905,214.315509781893,270.477679057159
23-9VIV,38,9,1905,211.444655777819,286.802369747864
24-9VL3,1,25,1906,198.679243958,270.133355702135
24-9VL3,2,18,1906,201.490989396343,313.12905286925
24-9VL3,3,6,1905,194.073969397567,291.992355485787
24-9VL3,4,26,1905,206.759201536643,317.481859347546
24-9VL3,5,23,1905,185.815329953184,299.628856099225
24-9VL3,6,22,1906,185.449641932815,267.036636497448
24-9VL3,7,20,1905,199.378551152487,289.648766168526
24-9VL3,8,38,1906,190.481917194869,293.653706083057
24-9VL3,9,24,1905,194.491203451565,340.774853517444
24-9VL3,10,4,1907,209.811995996171,338.924976455969
24-9VL3,11,8,1906,210.584228709031,309.842415661873
24-9VL3,12,32,1906,242.746651790965,382.202044617778
24-9VL3,13,21,1906,206.51772016233,314.111926462793
24-9VL3,14,17,1904,212.245814495369,356.365270394784
24-9VL3,15,14,1906,201.574186683846,303.269089863768
24-9VL3,16,7,1906,212.317683036048,304.723879487104
24-9VL3,17,12,1907,205.691227732379,330.53217787554
24-9VL3,18,31,1906,212.96418835801,352.495370795005
24-9VL3,19,9,1905,208.207819844424,320.727841721732
24-9VL3,20,28,1905,217.309573777036,361.293455577766
24-9VL3,21,39,1906,209.0347221392,326.533613213762
24-9VL3,22,19,1907,222.88294656461,362.212589241736
24-9VL3,23,10,1905,222.987892683632,332.643598587484
24-9VL3,24,15,1907,210.136237833015,331.327062255054
24-9VL3,25,33,1905,208.376988871143,295.474910893567
24-9VL3,26,3,1905,208.717097492099,319.523816089524
24-9VL3,27,37,1905,210.723802617786,310.368885023819
24-9VL3,28,13,1907,229.546422327384,344.126685012626
24-9VL3,29,2,1904,228.182270999332,319.545906667212
24-9VL3,30,34,1907,230.056218400178,314.448463084545
24-9VL3,31,36,1905,221.489450923068,340.28221284657
24-9VL3,32,30,1905,218.970302207139,304.723132251306
24-9VL3,33,11,1904,223.096484569299,327.751140502647
24-9VL3,34,1,1908,219.504265938552,343.81969591369
24-9VL3,35,29,1907,218.034761765342,311.709110364412
24-9VL3,36,40,1904,214.506002139149,348.506076054931
24-9VL3,37,27,1905,212.011679952429,316.857813572517
24-9VL3,38,5,1905,217.457789107494,324.225325350484
25-9VNK,1,23,1906,163.401233627905,242.945548394403
25-9VNK,2,11,1905,145.755894158368,219.639734113187
25-9VNK,3,12,1904,151.919305522588,228.497261459151
25-9VNK,4,14,1907,146.375552706494,234.997721320469
25-9VNK,5,10,1904,162.218585759849,246.354768519069
25-9VNK,6,30,1905,138.548567557053,236.541271396492
25-9VNK,7,2,1907,147.339566201325,279.106795189945
25-9VNK,8,20,1907,159.775714536511,231.893300222941
25-9VNK,9,6,1908,173.42916210594,329.076447644703
